location_id,latitude,longitude,social_isolation_score,transportation_access,digital_connectivity,community_resources,social_cohesion
0,0.0,0.0,28.994844478168513,31.905835167082106,69.26712820800306,82.6329935659928,59.92925241120888
1,30.336,-91.134804,37.228458507737336,16.785712300942993,71.24399656788142,120.02415550557177,39.64608121559193
2,30.342085,-91.132805,51.08010090425455,59.528036073429725,70.71888026903704,103.1455941373448,87.9139490144519
3,30.343891,-91.130852,50.616832155430174,121.99967058946936,25.67803231272614,46.63460876576043,13.858815988751363
4,30.344173,-91.128525,51.77011192283658,75.37317783772858,59.98392389517997,55.77542309042406,39.148637344507186
5,30.344225,-91.015152,65.60424628775984,96.4273601879354,59.530702890112345,58.291953735394124,72.4182139329557
6,30.344524,-91.129318,64.9438840567377,74.63082924183153,47.05422567158104,0.6888552765263012,58.32360064706913
7,30.344542,-91.131393,46.7745676865747,68.08100864307303,63.177296056219824,-1.0223102916880888,94.55759989748788
8,30.344786,-91.127884,56.8435432464922,62.4097007973428,89.87647062130237,69.15567532470574,37.80157281390231
9,30.344835,-91.125374,52.264986958200616,54.31835838524271,100.6915623485398,53.29359553299157,40.52314825997443
10,30.345116,-91.125839,88.68064245359322,96.26315484548822,80.17557256532662,100.22546610707553,-3.8919040763644697
11,30.345226,-91.125969,70.06075884761394,66.67492381428112,102.53674591001308,36.858627826632166,57.15754823867996
12,30.345274,-91.13237,44.31495710729308,72.51222655254078,42.77833944546202,44.1340363389893,88.24042259309421
13,30.345293,-91.130272,68.47543136374037,66.1025055004374,57.17372975867416,43.230105226020136,132.50748790972384
14,30.345316,-91.031219,43.261460625338295,73.58236050952672,78.41601735849378,91.23870295894497,75.51203126742517
15,30.34618,-91.060577,65.14413761197814,21.715934884584996,80.12561007759815,53.41969406823611,47.087046625130846
16,30.346601,-91.046379,54.68394928366517,56.441130160328306,94.91772022889845,52.513711556481795,38.00979843987294
17,30.34687,-91.119576,34.21823032865036,88.78406752484884,49.925433726126144,118.45374200113561,88.03071675912575
18,30.347076,-91.005402,60.58195916364842,83.5550731286902,85.23373723612808,121.01166256422569,65.84458807874056
19,30.347294,-91.11972,27.15693665660852,79.1324693770138,78.27898714404657,2.8289453926923747,24.196612684086308
20,30.347296,-91.119728,35.684931326692535,12.309736749121845,63.05617431361744,126.56746059198991,42.51396048235781
21,30.347519,-90.993828,74.4069511109358,50.131752526755186,63.621278408369726,17.3445216061612,54.90532463665393
22,30.34753,-90.993919,55.077268049553695,74.75948726927639,47.42712673307067,55.717945621481626,45.05737884244693
23,30.347586,-91.134918,51.597743050915156,95.85932500373374,85.12961989367145,89.74954953760697,91.81764987806541
24,30.347599,-91.12278,43.41962281414981,45.82148666012974,98.16108258970573,76.81262574800161,15.503524569235035
25,30.348137,-91.122246,49.33637353691209,53.71642221544277,66.04058394487926,94.00062552945366,42.163744709557356
26,30.34856,-90.95031,2.782806000940239,97.12223375699533,63.771768030599894,72.07660690101179,81.11570318392474
27,30.348589,-91.121803,30.643190544885762,69.46729990252071,112.20717735196236,51.021416952552855,43.60262658816004
28,30.348639,-90.994698,46.59310777349885,114.93024428274511,116.02975776735656,52.43788211010906,109.60780903525557
29,30.348703,-91.132408,40.56565735301263,92.71517095050253,107.47310477503267,63.794031152314325,47.82157308783541
30,30.348759,-91.122543,69.8449950180978,60.501337786062756,61.94692518235662,43.30819906383524,66.31882635669551
31,30.348818,-91.124611,52.001654161011786,42.89416140441262,56.63173963873457,36.995423178535866,70.56716270273965
32,30.348839,-91.124603,51.985656471325555,75.89390844178762,106.04065531758752,69.50949568064463,72.27674729328886
33,30.348995,-90.994949,26.104956500846967,69.13901894760156,81.65643296695396,25.038472475868804,39.32760108670939
34,30.34901,-91.132683,30.18020510183295,69.15577707680296,78.82778232451514,51.33080314203519,58.60388925493501
35,30.349016,-91.131973,-0.65760281850336,17.03025700017141,45.63906619337581,35.56145949864845,27.63973252143988
36,30.349035,-91.133911,47.80027081559375,35.54692583581905,54.67541205939279,42.48730239667062,27.11318120746148
37,30.349108,-91.132835,48.1793710680916,28.393930275558567,77.96426152181522,55.516475116987266,63.638111300024796
38,30.349253,-91.13298,39.066186325588234,46.120065806285545,69.79743094172389,14.207281006215073,114.98835369397366
39,30.349283,-91.132248,66.03521092437289,102.50973231139629,82.93560409229892,48.758681331448855,58.8831531579153
40,30.349386,-91.133118,5.099915289568102,85.04560620883565,69.83852614694852,28.173648336535074,50.02687167800773
41,30.349447,-91.132347,64.58886668021276,56.26307025619208,71.1177568727541,60.3522408213074,49.678080240763656
42,30.349529,-91.133232,24.744200326733967,59.31437507143448,56.33791561397947,12.082739300260048,67.93120311199776
43,30.34967,-91.133354,38.784341225807744,55.375873156057466,58.82254252718026,55.88154083420098,62.75902623261052
44,30.349804,-90.995293,54.98149405116205,78.50117246694329,47.13552002280212,-1.2774026569024244,69.8119500927226
45,30.349829,-91.132774,42.30966650988067,95.19562197216347,38.57182814032781,78.22603909493577,55.94253352579634
46,30.350018,-91.12429,31.185045005811848,105.25307061743607,73.81018816094138,96.72698502190447,56.13918647868448
47,30.35004,-91.12426,35.67381085685573,45.63582313575484,72.703276424775,60.67127211375014,85.72957367849489
48,30.350147,-91.132988,14.490027565559291,57.35837519630231,20.20431748198164,106.48835492571295,54.33578249879973
49,30.350245,-91.13311,85.50363466560977,59.251686259078454,70.73754431754433,27.26763975659813,39.62747341465335
50,30.350779,-91.121132,30.779616641016165,85.05911456190344,67.12210304319716,46.4729093906871,32.06731132642443
51,30.350792,-91.121178,70.76477698430158,67.77389092171029,77.35038345895514,-7.891929062548901,61.08981205100374
52,30.350845,-91.122337,63.06179751005902,52.994269799597845,88.48560852887118,75.2956499154854,8.123812721953097
53,30.350853,-91.120537,36.23381804055651,22.17843994446037,87.36105374114983,56.00525010324385,74.09437027233415
54,30.350857,-91.121277,56.3127027442522,74.42648184255468,62.06025634936706,34.11317711031626,44.10912414368074
55,30.35087,-91.13195,31.58057309517196,73.81884214098754,43.669154980900004,56.95259399012382,67.5759371247399
56,30.350901,-91.131989,52.689762873849055,67.61523696022722,50.231303684535376,5.838558951483397,112.59617197282303
57,30.350952,-91.132011,41.929180938368425,92.09885474833915,59.412205172176,92.64659242619715,38.50393341243894
58,30.350956,-91.11937,68.40799881914106,89.27502248888356,44.13010947639938,76.47723011207476,81.18952769143908
59,30.351273,-91.122437,47.1796750135027,75.15030247961903,67.59258292756958,50.935854871071136,56.705353002490966
60,30.35128,-91.120628,71.0455282849231,51.3579273516006,102.49713436415385,56.273307543999366,103.85274622845954
61,30.351328,-91.119881,35.54152690212729,65.23848443392735,116.94951850809585,64.52019754821532,75.43625971143494
62,30.351374,-91.123116,45.25611464868421,106.84081673534929,68.29405616764248,47.976174281941134,64.74882527629956
63,30.351467,-91.132523,68.36282394795192,46.92538107331772,82.55779559262228,74.50703060623354,38.909984935733796
64,30.351511,-91.119324,49.05570794098917,96.81434090325155,84.70515555130228,21.5474013535939,65.06029883924941
65,30.351591,-91.119492,57.9446202022936,40.3017387597545,74.91274368950026,95.48339252993601,61.73118038619043
66,30.351658,-91.132805,40.314810572687726,63.3802653961855,86.91332830369967,77.38752355162828,34.84522316789244
67,30.35166,-91.122635,52.83112624733927,68.33052842467649,51.34490242250492,51.193629197841865,60.848810899657494
68,30.3517,-90.992531,34.01815903237034,60.007161817015295,97.08965022462647,52.13338743600504,39.35025354606167
69,30.351736,-91.120811,61.62727723704723,42.418001440981016,67.88415180545864,88.22159657418695,37.59532394687584
70,30.351742,-91.132019,39.92215488407655,41.113638721013004,78.56359721086487,21.573107663317973,98.14015040807418
71,30.351746,-91.122719,64.01062702370386,69.13313357906117,59.947668725332754,55.64645166087557,85.33444897794189
72,30.351767,-91.122849,34.58367175621225,70.32984791485787,87.48841289076194,69.08100229200222,86.56228437297699
73,30.35178,-91.132973,42.725349721062216,11.83464592053268,97.4378877087984,54.361447711724715,53.78749130007093
74,30.351782,-91.122879,70.67247916337082,68.8196936036066,51.69447437289461,24.287443266058,70.09293148105183
75,30.351795,-90.990715,29.37013722407885,72.9379953292152,65.59965162163228,45.74330819389635,85.20084156147078
76,30.351902,-91.078232,12.740854533252959,12.614527024038988,111.52691403452818,69.45354369829954,40.07604468015574
77,30.351925,-91.121132,39.24648025597861,55.00394838868596,71.6520368525979,40.41442866807122,90.97505432914495
78,30.352045,-91.132744,44.92511646129791,67.71232225863007,80.8673579105965,96.85085408419353,49.763481527776825
79,30.352129,-91.118591,61.728815730896656,48.75540304548929,86.61413680153707,30.54835550656757,91.5408364102841
80,30.352171,-91.133713,35.23339803558763,84.88835666378036,56.271859600548694,85.77162674604425,39.048247606083976
81,30.352203,-91.132996,57.66257451713237,94.04628991530878,51.452796416995405,55.559944672045674,50.02369827164129
82,30.352211,-91.122696,51.4267123368614,84.2299355217078,75.29315569081584,87.78168661532612,49.463728140088264
83,30.352222,-91.118347,38.33463217443766,73.16737339291929,69.00625511760843,47.72974989923529,94.99534135218845
84,30.352238,-91.134048,46.80808689256093,61.30987441420156,93.66509835919396,-8.8650760808579,86.95356825218894
85,30.352272,-91.118317,27.617636919205918,83.56720311027853,31.95378067616367,42.931065491120044,12.983650101638302
86,30.352285,-91.131973,64.8759975105416,24.206485557482054,71.85888498559125,75.27302642367728,106.65453342424199
87,30.352407,-91.118629,31.087178068192465,64.35279745470086,56.72745629704974,75.7864195176745,63.56123721546518
88,30.352442,-91.124763,35.48649257165738,116.36835092947213,51.27965022709946,29.215609324187515,34.48485228511921
89,30.352448,-91.132744,15.655087790031562,50.69326765593134,29.333002080926054,68.7239348970218,90.2250842742947
90,30.352512,-91.12207,62.247470567340955,90.29131112859747,37.02930337939137,68.22734918547617,84.37198452679583
91,30.352518,-91.120743,53.08220448043089,75.43267765950078,135.67386329964916,45.9375623769005,41.19351698828128
92,30.352596,-91.1222,27.270215139807494,88.16914155174143,100.34062870843921,20.192063987857168,56.312608242536285
93,30.352606,-91.130821,35.27119398869318,88.46852891301427,46.386884899338796,26.260672366104043,12.421721556368716
94,30.35265,-91.118217,92.35215459540734,78.33485760845768,107.16657899509829,122.62814424036578,88.2776620453148
95,30.352676,-91.132156,58.74386469037616,130.51632326337833,51.5367268718178,63.382671844735945,69.614127000273
96,30.352688,-91.131363,61.0682961388796,72.72754067799818,117.35596234923753,51.66812296211925,47.89806863112664
97,30.352718,-91.131775,36.94773032212664,65.43206004936253,78.2132785502449,59.24126447315908,56.99465583569224
98,30.352724,-90.995148,5.861716890165778,40.58449238812116,60.49642079837723,27.563061003315514,49.554715163116974
99,30.352739,-91.125137,59.03245271251574,43.593047012649556,74.83319564679259,37.982346091347544,10.955438730774116
100,30.352789,-90.960373,51.74624403662644,54.080450756822884,66.76003160944362,-9.206136084369124,56.1148789849514
101,30.352793,-91.125244,27.791888929852107,44.380271275990225,42.8252617748646,46.68820353131224,57.80465998438099
102,30.352798,-91.124786,24.41231557643281,39.45706881881827,75.32489027855878,53.51625577148033,49.60293626243049
103,30.352829,-91.118576,23.017229294311438,74.06800078015178,98.40247399898827,81.40021178389674,67.09093096550423
104,30.352882,-91.125328,82.03292658232857,16.0529131113262,100.56764413676242,20.59327835292319,32.11115729817853
105,30.352909,-91.118774,35.98259781500998,29.630987853175952,79.4615003688299,47.65120957314861,68.15477180709077
106,30.352964,-91.118889,69.25059703184678,53.33488681865137,86.74892683446018,87.93496804843626,10.038051311944386
107,30.352968,-91.122147,61.23507913870627,31.781242167377574,64.9044710420482,69.90295058953804,53.80606886847067
108,30.353025,-91.131645,30.640140391537397,89.86222723473118,80.05868613176163,76.32610052231396,49.09231792102192
109,30.353083,-91.132492,42.11851082670636,76.97207250839287,103.10248404379833,72.56576556576506,26.629781964894587
110,30.353086,-91.135506,46.465385634471254,97.81852754296696,26.227445641271963,50.924526415674656,73.2803284543756
111,30.353098,-91.131889,52.59936521040279,68.26732137843375,62.31401824597603,-12.974944430444836,36.38604446917899
112,30.35318,-91.132065,25.68260815918078,36.322011167612494,79.10844013708882,90.3497369952771,99.78515767242743
113,30.353231,-91.121429,41.568715038562395,37.92517374573041,77.55367977461316,88.28755013894975,35.53537138575236
114,30.353249,-91.135857,24.811775292033143,53.29619075525964,65.0353437355387,38.967861726311035,65.04023197081885
115,30.353336,-91.13472,64.59177498766167,36.41257744606632,73.9618513567025,92.60458753194959,43.42105665304578
116,30.35346,-91.122894,64.77442486440594,84.54236038437234,87.28845953809606,42.964068913972035,76.56468080973798
117,30.353519,-91.126709,83.67223730178235,123.46964178327325,46.30970260127121,79.64274531964165,64.8095844546468
118,30.353542,-91.134377,33.44413859350329,21.642173062094702,68.91797042187696,92.10472358867027,75.18668122486866
119,30.353575,-91.13208,56.887050003728056,99.77926310209935,78.22283890988281,11.115065681261694,70.72013059125295
120,30.353622,-91.126465,61.12714683961953,79.18887468593363,75.00099470854663,62.041940789306665,25.91562777568752
121,30.353716,-91.125572,41.78737611059518,69.28961420041885,57.56870367652928,58.42691150145487,34.70697367944539
122,30.353722,-91.133415,61.999046831030434,70.70936653671724,63.796635183111974,25.855835347906567,42.93796705657236
123,30.353746,-91.131111,47.317877251130916,63.56661575433923,101.90740591341647,-5.463194055199385,73.24876883557538
124,30.35375,-91.136925,1.856684638641184,67.48144727521834,117.94539036470002,33.77192188408085,34.23926979358095
125,30.353767,-91.125687,41.71493183964073,-20.168615863849027,100.46495381615591,49.53220042307703,45.149193398538756
126,30.353807,-91.133568,32.53558138947978,14.992882195800503,38.502254360999146,108.8638796366141,75.41074143341227
127,30.353828,-91.131294,50.22213006131269,42.4517033781244,58.14933613725551,28.96950244334188,49.72568367742757
128,30.353832,-91.137146,16.507017808006957,98.72202322387581,90.33797870604347,97.03382868953175,62.4267021565088
129,30.353851,-91.136612,53.903441791376736,44.820074683688944,40.43839374403789,57.09696740324384,89.74514264776344
130,30.353907,-91.131447,44.47657264225571,68.95671630120725,72.55603476617244,76.95759225299156,39.85527570238785
131,30.353971,-91.117661,57.97565261354965,86.91399564491857,88.27960628737348,34.17062118081912,91.22726771858939
132,30.354029,-91.1362,32.77356351954417,101.36710077540299,67.79487657958353,81.83606260829998,75.21075867793132
133,30.354036,-91.069778,50.26307731945327,51.08175850506223,50.87249780708737,72.77333857992444,44.20152609108644
134,30.354137,-91.134415,42.17644121104192,80.32584517368252,79.04158070184766,37.79270451223365,18.877073510182637
135,30.3543,-91.134766,28.839818956745276,92.9648699280314,88.04582104398341,48.31129471634279,14.558075936383116
136,30.354332,-91.134094,42.28229942165058,67.6329532516837,80.9763441050909,110.2279690420611,61.84339769489785
137,30.354408,-91.134254,1.0117834160233752,95.03105383901745,74.91389113051207,24.087038987889077,71.48932352893253
138,30.354506,-91.123268,48.75998687213323,44.67940564871135,64.04295078557213,34.692302945067524,21.228786561063536
139,30.354507,-91.122833,50.85124470116055,49.94093169273383,89.72090411532102,85.78934669127736,75.76764580652805
140,30.354591,-91.122002,9.142098944210266,72.07216672781875,67.34533511333476,57.219781251452,80.64237854038743
141,30.354639,-91.136154,21.493990436891373,94.14861505640664,71.18927582931998,64.37278507845589,34.33386148993389
142,30.354689,-90.958923,24.868754307659458,38.03845590024511,92.58719402392762,47.77710517995812,24.00294176853415
